directorio,secuencia_encuesta,secuencia_p,orden,propension_12m,consumo_12m,consumo_12m_missing_original,precio_compra,log_precio_compra,cantidad_consumo,gasto_valor,sexo,sexo_label,edad,edad_cuadrado,d2_05,educacion_label,educacion_grupo,n_hijos,familiares_consumen,amigos_consumen,probaria_sustancias,cannabis_medicinal,actividad_laboral,regimen_salud,sintomas_depresivos,anhedonia,riesgo_marihuana_ocasional,riesgo_marihuana_frecuente,frecuencia_consumo,facil_marihuana,consumo_vida,consumo_30d,consumo_reciente,edad_inicio,tipo_sustancia,lugar_consumo,forma_conseguir,gasto_total,gasto_descripcion,riesgo_marihuana,riesgo_cocaina,riesgo_basuco,riesgo_extasis,riesgo_heroina,riesgo_lsd,riesgo_inhalantes,riesgo_anfetaminas,riesgo_tranquilizantes,facilidad_conseguir,facil_cocaina,facil_basuco,actitud_marihuana,actitud_cocaina,actitud_basuco,actitud_extasis,actitud_heroina,actitud_lsd,actitud_inhalantes,actitud_anfetaminas,actitud_tranquilizantes,actitud_drogas_general,actitud_legalizacion,actitud_regulacion,actitud_prevencion,actitud_sanciones,actitud_tratamiento,d2_01,d2_03,d2_04,d2_06,d2_07,g_01,g_02,g_04,g_09,d_02,d_07,d_09,d_10,d_11_f,d_11_g
1544,3,1,3,0,,1,,,,,1,Hombre,45,2025,5,Media,Media,0,0.0,1.0,0.0,1.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,0,1.0,1.0,2,1,2,1,1,3.0,2,2,4,4
1568,2,1,2,1,1.0,0,,,,,1,Hombre,55,3025,3,Basica primaria,Baja,0,1.0,1.0,0.0,0.0,Oficios del hogar,,1.0,0.0,2.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,0,1.0,1.0,1,1,2,2,4,,1,2,2,2
1578,1,1,1,1,1.0,0,,,,,1,Hombre,18,324,5,Media,Media,1,1.0,1.0,0.0,0.0,Buscando empleo,,0.0,0.0,3.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1.0,1.0,1,1,2,2,2,9.0,2,2,3,4
1596,1,1,1,0,,1,,,,,1,Hombre,44,1936,3,Basica primaria,Baja,6,0.0,0.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,1.0,1.0,2,2,1,2,1,1.0,2,2,3,3
1736,1,1,1,0,,1,,,,,1,Hombre,19,361,7,Universitaria,Superior,0,0.0,1.0,1.0,0.0,Estudiando,Subsidiado,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,2,3,3.0,2,2,3,3
1742,7,1,7,1,1.0,0,,,150.0,1000.0,1,Hombre,17,289,5,Media,Media,0,0.0,1.0,0.0,1.0,Estudiando,Subsidiado,1.0,1.0,4.0,4.0,1,1.0,1.0,1.0,,3,5.0,2.0,,1.0,MIL PESOS,,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,6,0,,,2,1,2,1,3,3.0,1,1,4,4
1747,2,1,2,0,,1,,,,,2,Mujer,37,1369,4,Basica secundaria,Media,3,0.0,0.0,0.0,0.0,Oficios del hogar,Contributivo,1.0,1.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,3,1.0,2.0,2,2,2,2,4,1.0,1,1,3,3
1765,4,1,4,0,,1,,,,,2,Mujer,23,529,7,Universitaria,Superior,0,1.0,0.0,0.0,0.0,Trabajando,Contributivo,0.0,1.0,1.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,1,2,2,2,1,1.0,2,1,1,2
1779,2,1,2,0,,1,1000.0,6.907755278982137,2.0,1000.0,1,Hombre,14,196,3,Basica primaria,Baja,0,1.0,1.0,1.0,0.0,Estudiando,Subsidiado,1.0,0.0,1.0,2.0,1,,1.0,,,2,2.0,1.0,2.0,1.0,MIL PESOS,,,,,,,1.0,,,2.0,,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,9,6,0,,,1,1,1,2,3,3.0,1,2,1,2
1794,2,1,2,1,1.0,0,20000.0,9.903487552536127,3.0,2000.0,1,Hombre,27,729,6,Tecnica/tecnologica,Superior,2,1.0,1.0,1.0,1.0,Buscando empleo,Subsidiado,0.0,0.0,3.0,3.0,1,,,,,3,3.0,1.0,3.0,1.0,DOS MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5,1,2,1.0,1.0,1,1,1,1,2,3.0,2,2,3,3
1811,1,1,1,0,,1,,,,,1,Hombre,59,3481,3,Basica primaria,Baja,2,0.0,1.0,0.0,0.0,Trabajando,,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,2,1.0,1.0,2,1,2,2,1,,1,1,4,4
1814,1,1,1,1,1.0,0,,,,,2,Mujer,31,961,8,Postgrado,Superior,0,0.0,0.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,2,2,2,1,1,1.0,2,2,4,4
1815,1,1,1,0,,1,,,,,1,Hombre,64,4096,3,Basica primaria,Baja,2,0.0,0.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,1.0,1.0,2,2,2,2,1,1.0,2,2,2,2
1825,4,1,4,1,1.0,0,2000.0,7.600902459542082,1.0,2000.0,1,Hombre,31,961,4,Basica secundaria,Media,0,0.0,1.0,1.0,0.0,Ocio,Subsidiado,1.0,1.0,2.0,2.0,1,,,,,3,4.0,1.0,4.0,1.0,DOS MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,1,2,7,3.0,1,1,2,2
1829,1,1,1,0,,1,,,,,1,Hombre,56,3136,8,Postgrado,Superior,0,0.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,0,1.0,1.0,2,1,1,2,1,1.0,2,2,2,2
1830,3,1,3,1,1.0,0,,,,,1,Hombre,48,2304,6,Tecnica/tecnologica,Superior,2,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,1.0,1.0,2,1,2,2,1,1.0,2,2,2,2
1832,1,1,1,0,,1,,,,,1,Hombre,51,2601,3,Basica primaria,Baja,0,1.0,1.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,1.0,1.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,0,1.0,1.0,1,1,2,1,1,1.0,2,2,1,1
1839,2,1,2,0,,1,,,,,2,Mujer,47,2209,7,Universitaria,Superior,2,1.0,0.0,1.0,1.0,Trabajando,Contributivo,1.0,1.0,2.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,2,1.0,2.0,1,2,1,1,1,1.0,1,1,2,3
1859,4,1,4,1,1.0,0,3000.0,8.006367567650246,4.0,1000.0,1,Hombre,18,324,5,Media,Media,0,1.0,1.0,1.0,1.0,Ocio,Subsidiado,1.0,1.0,3.0,1.0,1,,,,,3,4.0,1.0,5.0,1.0,MIL PESOS,,,1.0,,,1.0,,,,2.0,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,9,6,0,1.0,1.0,1,1,1,1,7,3.0,1,1,3,1
1890,1,1,1,1,1.0,0,,,,,1,Hombre,39,1521,5,Media,Media,2,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,1.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,1.0,1.0,2,1,2,2,1,1.0,2,2,2,1
1953,2,1,2,1,1.0,0,,,3.0,3000.0,1,Hombre,15,225,4,Basica secundaria,Media,0,0.0,1.0,0.0,0.0,Estudiando,Especial,0.0,0.0,2.0,1.0,1,,,,,3,3.0,2.0,,1.0,TRES MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,9,6,0,,,2,1,2,2,3,2.0,2,2,2,1
1955,3,1,3,0,,1,,,,,1,Hombre,36,1296,5,Media,Media,1,1.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,3.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,1.0,1.0,1,1,2,2,1,1.0,2,2,3,4
1958,1,1,1,0,,1,,,,,1,Hombre,33,1089,3,Basica primaria,Baja,3,0.0,0.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,,,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,3,1.0,1.0,2,2,2,1,1,1.0,2,2,5,5
1963,3,1,3,1,1.0,0,,,,,2,Mujer,20,400,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,1.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,2,1,1,2,1,1.0,2,2,2,1
1999,3,1,3,0,,1,,,,,2,Mujer,19,361,6,Tecnica/tecnologica,Superior,0,1.0,1.0,1.0,1.0,Estudiando,Subsidiado,1.0,0.0,2.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,2.0,2.0,1,1,1,1,3,3.0,1,2,2,4
2014,1,1,1,0,,1,,,,,1,Hombre,62,3844,3,Basica primaria,Baja,2,1.0,0.0,0.0,0.0,Incapacitado,,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,1.0,1.0,1,2,2,2,5,,1,1,4,4
2070,2,1,2,0,,1,,,,,2,Mujer,56,3136,5,Media,Media,5,0.0,0.0,0.0,1.0,Oficios del hogar,Subsidiado,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,5,1.0,2.0,2,2,2,1,4,3.0,1,1,4,4
2081,1,1,1,1,1.0,0,90000.0,11.407564949312402,30.0,3000.0,2,Mujer,20,400,6,Tecnica/tecnologica,Superior,0,1.0,1.0,1.0,1.0,Trabajando,Contributivo,1.0,1.0,2.0,2.0,1,1.0,1.0,,,1,5.0,1.0,30.0,1.0,TRES MIL,,,1.0,,,,,,,1.0,,,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9,6,0,2.0,2.0,1,1,1,1,1,1.0,1,1,2,2
2098,7,1,7,1,1.0,0,,,5.0,6000.0,1,Hombre,19,361,4,Basica secundaria,Media,0,1.0,0.0,0.0,0.0,Trabajando,,0.0,0.0,4.0,4.0,1,,,,,2,4.0,2.0,,1.0,SEIS MIL PESOS,,,1.0,,,,,,,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9,1,0,1.0,1.0,1,2,2,2,1,,2,2,4,4
2119,1,1,1,0,,1,,,,,1,Hombre,38,1444,5,Media,Media,1,0.0,0.0,0.0,1.0,Trabajando,Subsidiado,1.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,1.0,2,2,2,1,1,3.0,1,2,3,3
2121,8,1,8,1,1.0,0,80000.0,11.289781913656018,12.0,6000.0,1,Hombre,21,441,5,Media,Media,0,0.0,1.0,1.0,1.0,Trabajando,Subsidiado,0.0,0.0,2.0,3.0,1,,,,,3,2.0,1.0,30.0,1.0,seis mil pesos,,,1.0,,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,9,1,0,1.0,1.0,2,1,1,1,1,3.0,2,2,2,3
2150,2,1,2,0,,1,,,,,1,Hombre,39,1521,3,Basica primaria,Baja,0,1.0,1.0,0.0,0.0,Buscando empleo,Subsidiado,1.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,1.0,1.0,1,1,2,2,2,3.0,1,2,4,4
2151,1,1,1,0,,1,,,,,1,Hombre,25,625,4,Basica secundaria,Media,2,1.0,0.0,0.0,0.0,Trabajando,,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,2,1.0,1.0,1,2,2,2,1,,2,2,4,4
2170,1,1,1,1,1.0,0,,,,,1,Hombre,58,3364,5,Media,Media,2,0.0,0.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,2,1.0,1.0,2,2,2,1,1,1.0,2,2,4,4
2173,2,1,2,0,,1,,,,,2,Mujer,29,841,5,Media,Media,2,1.0,0.0,0.0,0.0,Oficios del hogar,Contributivo,0.0,0.0,4.0,4.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2,1.0,2.0,1,2,2,2,4,1.0,2,2,4,4
2179,1,1,1,0,,1,,,4.0,,2,Mujer,21,441,5,Media,Media,0,0.0,1.0,1.0,1.0,Ocio,,1.0,1.0,3.0,1.0,1,1.0,1.0,,,1,9.0,9.0,,2.0,,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,6,0,1.0,2.0,2,1,1,1,7,,1,1,3,1
2189,2,1,2,1,1.0,0,,,1.0,3000.0,1,Hombre,25,625,7,Universitaria,Superior,0,0.0,1.0,1.0,1.0,Trabajando,Subsidiado,0.0,0.0,2.0,2.0,1,1.0,,,,3,1.0,2.0,,1.0,TRES MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,1,1,1,3.0,2,2,2,2
2201,1,1,1,0,,1,,,,,1,Hombre,31,961,5,Media,Media,1,1.0,1.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,2.0,2.0,2,,1.0,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2.0,1.0,1,1,2,2,1,3.0,2,2,2,2
2218,3,1,3,0,,1,,,,,1,Hombre,24,576,6,Tecnica/tecnologica,Superior,0,0.0,0.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,2,1,2,1,1.0,2,2,4,3
2237,3,1,3,0,,1,,,1.0,,1,Hombre,20,400,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,1.0,Estudiando,Especial,0.0,0.0,4.0,3.0,1,,1.0,,,2,1.0,2.0,,2.0,,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,9,6,0,1.0,1.0,2,1,1,1,3,2.0,2,2,4,3
2267,2,1,2,0,,1,,,,,1,Hombre,54,2916,3,Basica primaria,Baja,1,1.0,1.0,0.0,0.0,Oficios del hogar,Subsidiado,1.0,1.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,1.0,1.0,1,1,2,2,4,3.0,1,1,3,3
2275,4,1,4,1,1.0,0,,,1.0,7000.0,2,Mujer,20,400,5,Media,Media,0,1.0,1.0,1.0,1.0,Oficios del hogar,Subsidiado,1.0,0.0,3.0,1.0,1,,,,,3,2.0,2.0,,1.0,SIETE MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,2.0,1,1,1,1,4,3.0,1,2,3,1
2330,2,1,2,0,,1,,,,,1,Hombre,24,576,6,Tecnica/tecnologica,Superior,0,0.0,0.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,1.0,1.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,2,1,1,1,1.0,2,2,1,1
2338,4,1,4,1,1.0,0,,,3.0,2000.0,2,Mujer,19,361,5,Media,Media,0,0.0,1.0,1.0,1.0,Oficios del hogar,Contributivo,1.0,0.0,2.0,2.0,1,,1.0,,,3,9.0,1.0,5.0,1.0,DOS MIL PESOS,,,,,,,,1.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,9,6,0,3.0,2.0,2,1,1,1,4,1.0,1,2,2,2
2348,1,1,1,0,,1,,,,,1,Hombre,56,3136,5,Media,Media,0,1.0,1.0,0.0,0.0,Buscando empleo,,0.0,0.0,4.0,4.0,2,,,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,2,2,2,,2,2,4,4
2353,1,1,1,1,1.0,0,,,,,1,Hombre,35,1225,5,Media,Media,1,0.0,0.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,3.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,1.0,2,2,1,1,1,1.0,2,2,4,3
2360,4,1,4,0,,1,,,,,2,Mujer,25,625,6,Tecnica/tecnologica,Superior,0,1.0,1.0,0.0,0.0,Buscando empleo,Subsidiado,1.0,1.0,,,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,0,1.0,2.0,1,1,2,2,2,3.0,1,1,5,5
2382,5,1,5,1,1.0,0,10000.0,9.210340371976184,5.0,2000.0,1,Hombre,22,484,5,Media,Media,0,1.0,1.0,0.0,0.0,Buscando empleo,Subsidiado,1.0,0.0,4.0,4.0,1,,,,,3,3.0,1.0,5.0,1.0,DOS MIL PESOS,,,1.0,,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,9,6,0,2.0,1.0,1,1,2,2,2,3.0,1,2,4,4
2387,1,1,1,0,,1,,,,,1,Hombre,40,1600,5,Media,Media,4,0.0,1.0,0.0,0.0,Trabajando,,1.0,1.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,4,1.0,1.0,2,1,2,2,1,,1,1,3,3
2404,3,1,3,1,1.0,0,,,,,1,Hombre,22,484,5,Media,Media,0,0.0,1.0,0.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,2,1,3.0,2,2,4,4
2418,2,1,2,1,1.0,0,,,,,1,Hombre,30,900,7,Universitaria,Superior,1,0.0,1.0,0.0,1.0,Trabajando,,0.0,0.0,3.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1.0,1.0,2,1,2,1,1,,2,2,3,2
2422,1,1,1,0,,1,,,,,1,Hombre,31,961,5,Media,Media,3,0.0,1.0,0.0,0.0,Trabajando,Contributivo,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,3,1.0,1.0,2,1,2,2,1,1.0,1,1,4,4
2425,3,1,3,1,1.0,0,2000.0,7.600902459542082,2.0,5000.0,2,Mujer,23,529,6,Tecnica/tecnologica,Superior,1,1.0,1.0,1.0,1.0,Buscando empleo,Subsidiado,1.0,1.0,1.0,1.0,1,,,,,3,3.0,1.0,2.0,1.0,CINCO MIL PESOS,,,,,,1.0,,,,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,9,5,1,1.0,2.0,1,1,1,1,2,3.0,1,1,1,1
2433,3,1,3,1,1.0,0,,,,,1,Hombre,31,961,5,Media,Media,0,0.0,1.0,1.0,1.0,Trabajando,Subsidiado,0.0,0.0,3.0,3.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,1,1,1,3.0,2,2,3,3
2437,1,1,1,1,1.0,0,,,,,2,Mujer,34,1156,5,Media,Media,2,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,2,1.0,2.0,2,1,1,1,1,1.0,2,2,4,4
2451,1,1,1,0,,1,,,,,1,Hombre,51,2601,5,Media,Media,0,0.0,1.0,1.0,0.0,Buscando empleo,,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,0,1.0,1.0,2,1,1,2,2,,2,2,4,4
2458,2,1,2,0,,1,,,,,1,Hombre,28,784,5,Media,Media,1,1.0,1.0,0.0,1.0,Trabajando,Subsidiado,1.0,0.0,1.0,1.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,1.0,1.0,1,1,2,1,1,3.0,1,2,1,1
2467,3,1,3,0,,1,,,,,1,Hombre,33,1089,7,Universitaria,Superior,0,1.0,1.0,1.0,1.0,Trabajando,Subsidiado,0.0,1.0,4.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,1,1,1,3.0,2,1,4,3
2474,1,1,1,0,,1,,,,,1,Hombre,41,1681,7,Universitaria,Superior,1,1.0,1.0,0.0,0.0,Buscando empleo,Contributivo,1.0,1.0,2.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,1.0,1.0,1,1,2,2,2,1.0,1,1,2,4
2499,2,1,2,1,1.0,0,,,,,1,Hombre,57,3249,3,Basica primaria,Baja,3,1.0,1.0,1.0,1.0,Trabajando,,1.0,1.0,3.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,3,1.0,1.0,1,1,1,1,1,,1,1,3,2
2514,1,1,1,0,,1,,,,,1,Hombre,30,900,7,Universitaria,Superior,0,0.0,0.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,1.0,1.0,2,2,2,1,1,1.0,2,2,3,3
2522,2,1,2,1,1.0,0,,,,,1,Hombre,35,1225,6,Tecnica/tecnologica,Superior,0,1.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,1.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,2,2,1,1.0,2,2,1,2
2530,1,1,1,1,1.0,0,,,2.0,3000.0,1,Hombre,26,676,6,Tecnica/tecnologica,Superior,0,1.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,1,1.0,1.0,,,3,2.0,1.0,3.0,1.0,TRES MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,6,0,1.0,1.0,1,1,1,1,1,1.0,2,2,3,3
2548,1,1,1,1,1.0,0,,,,,2,Mujer,25,625,5,Media,Media,3,0.0,1.0,0.0,0.0,Oficios del hogar,Contributivo,1.0,1.0,3.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,3,1.0,2.0,2,1,2,2,4,1.0,1,1,3,2
2552,3,1,3,0,,1,,,1.0,,1,Hombre,16,256,4,Basica secundaria,Media,0,0.0,1.0,1.0,0.0,Buscando empleo,,0.0,0.0,2.0,4.0,1,,1.0,,,3,2.0,2.0,,2.0,,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,9,6,0,,,2,1,1,2,2,,2,2,2,4
2565,1,1,1,1,1.0,0,,,,,1,Hombre,24,576,5,Media,Media,0,1.0,1.0,0.0,0.0,Buscando empleo,Contributivo,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,2,2,2,1.0,2,2,4,4
2584,1,1,1,0,,1,,,,,1,Hombre,37,1369,5,Media,Media,1,0.0,0.0,0.0,0.0,Trabajando,,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1.0,1.0,2,2,2,2,1,,2,2,4,4
2607,3,1,3,0,,1,,,,,1,Hombre,44,1936,7,Universitaria,Superior,0,1.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,1,1,1,1.0,2,2,3,3
2616,3,1,3,0,,1,,,,,2,Mujer,17,289,5,Media,Media,0,0.0,1.0,1.0,0.0,Estudiando,Contributivo,1.0,1.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,0,,,2,1,1,2,3,1.0,1,1,3,3
2677,3,1,3,1,1.0,0,,,30.0,2000.0,1,Hombre,29,841,5,Media,Media,0,1.0,1.0,1.0,0.0,Buscando empleo,Subsidiado,0.0,0.0,1.0,1.0,1,1.0,1.0,1.0,,3,5.0,1.0,30.0,1.0,DOS MIL PESOS,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,9,6,0,1.0,1.0,1,1,1,2,2,3.0,2,2,1,1
2697,3,1,3,0,,1,,,,,2,Mujer,19,361,6,Tecnica/tecnologica,Superior,1,0.0,1.0,0.0,1.0,Oficios del hogar,Subsidiado,0.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1.0,2.0,2,1,2,1,4,3.0,2,1,4,4
