directorio,secuencia_encuesta,secuencia_p,orden,propension_12m,consumo_12m,consumo_12m_missing_original,precio_compra,log_precio_compra,cantidad_consumo,gasto_valor,sexo,sexo_label,edad,edad_cuadrado,d2_05,educacion_label,educacion_grupo,n_hijos,familiares_consumen,amigos_consumen,probaria_sustancias,cannabis_medicinal,actividad_laboral,regimen_salud,sintomas_depresivos,anhedonia,riesgo_marihuana_ocasional,riesgo_marihuana_frecuente,frecuencia_consumo,facil_marihuana,consumo_vida,consumo_30d,consumo_reciente,edad_inicio,tipo_sustancia,lugar_consumo,forma_conseguir,gasto_total,gasto_descripcion,riesgo_marihuana,riesgo_cocaina,riesgo_basuco,riesgo_extasis,riesgo_heroina,riesgo_lsd,riesgo_inhalantes,riesgo_anfetaminas,riesgo_tranquilizantes,facilidad_conseguir,facil_cocaina,facil_basuco,actitud_marihuana,actitud_cocaina,actitud_basuco,actitud_extasis,actitud_heroina,actitud_lsd,actitud_inhalantes,actitud_anfetaminas,actitud_tranquilizantes,actitud_drogas_general,actitud_legalizacion,actitud_regulacion,actitud_prevencion,actitud_sanciones,actitud_tratamiento,d2_01,d2_03,d2_04,d2_06,d2_07,g_01,g_02,g_04,g_09,d_02,d_07,d_09,d_10,d_11_f,d_11_g
56092,2,1,2,0,,1,60000.0,11.002099841204238,90.0,2000.0,2,Mujer,19,361,4,Basica secundaria,Media,0,1.0,1.0,1.0,1.0,Oficios del hogar,Contributivo,0.0,0.0,3.0,3.0,1,,1.0,,,3,5.0,1.0,30.0,1.0,DOS MIL PESOS,,,,1.0,,,,,,2.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,0,1.0,2.0,1,1,1,1,4,1.0,2,2,3,3
56101,1,1,1,1,1.0,0,20000.0,9.903487552536127,70.0,2000.0,1,Hombre,42,1764,3,Basica primaria,Baja,0,0.0,1.0,1.0,0.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,1,,,,,3,5.0,1.0,30.0,1.0,DOS MIL,,,1.0,,,,,,,2.0,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,9,6,0,1.0,1.0,2,1,1,2,1,3.0,2,2,4,4
56106,3,1,3,0,,1,,,,,1,Hombre,50,2500,7,Universitaria,Superior,1,0.0,0.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,1.0,1.0,2,,,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,1.0,1.0,2,2,1,1,1,1.0,2,2,1,1
56109,1,1,1,1,1.0,0,5000.0,8.517193191416238,2.0,3000.0,1,Hombre,26,676,7,Universitaria,Superior,0,1.0,1.0,1.0,1.0,Estudiando,Contributivo,0.0,0.0,2.0,1.0,1,1.0,1.0,1.0,,3,4.0,1.0,10.0,1.0,TRES MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,9,6,0,1.0,1.0,1,1,1,1,3,1.0,2,2,2,1
56111,1,1,1,0,,1,,,,,1,Hombre,28,784,8,Postgrado,Superior,0,0.0,0.0,0.0,0.0,Buscando empleo,Contributivo,1.0,1.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,2,2,2,2,1.0,1,1,3,3
56115,2,1,2,1,1.0,0,,,1.0,2000.0,2,Mujer,27,729,7,Universitaria,Superior,0,1.0,1.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,2.0,3.0,1,1.0,1.0,,,3,2.0,2.0,,1.0,DOS MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,9,6,0,1.0,2.0,1,1,2,1,1,1.0,2,2,2,3
56123,1,1,1,1,1.0,0,,,,,1,Hombre,31,961,6,Tecnica/tecnologica,Superior,0,0.0,0.0,1.0,0.0,Trabajando,Contributivo,1.0,1.0,1.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,1.0,1.0,2,2,1,2,1,1.0,1,1,1,2
56124,3,1,3,1,1.0,0,5000.0,8.517193191416238,3.0,,1,Hombre,24,576,7,Universitaria,Superior,0,1.0,1.0,0.0,1.0,Estudiando,Contributivo,1.0,0.0,,,1,,1.0,,1.0,3,2.0,1.0,5.0,2.0,,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,3.0,1.0,1,1,2,1,3,1.0,1,2,5,5
56127,1,1,1,0,,1,,,,,1,Hombre,32,1024,5,Media,Media,0,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,1.0,1.0,2,1,2,2,1,1.0,2,2,4,4
56141,1,1,1,0,,1,,,,,1,Hombre,62,3844,3,Basica primaria,Baja,1,1.0,0.0,1.0,0.0,Pensionado,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,1.0,1.0,1,2,1,2,6,1.0,2,2,4,4
56178,8,1,8,0,,1,,,,,1,Hombre,24,576,3,Basica primaria,Baja,0,1.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,3.0,2,,1.0,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,0,1.0,1.0,1,1,2,2,1,1.0,2,2,2,3
56181,1,1,1,0,,1,,,,,2,Mujer,30,900,8,Postgrado,Superior,0,0.0,0.0,0.0,0.0,Trabajando,Contributivo,0.0,1.0,4.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,2,2,2,2,1,1.0,2,1,4,2
56204,4,1,4,0,,1,,,,,1,Hombre,31,961,4,Basica secundaria,Media,0,0.0,1.0,0.0,0.0,Ocio,Contributivo,1.0,1.0,3.0,3.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,2,7,1.0,1,1,3,3
56208,1,1,1,1,1.0,0,1000.0,6.907755278982137,2.0,2000.0,2,Mujer,27,729,7,Universitaria,Superior,0,0.0,1.0,0.0,1.0,Trabajando,Contributivo,1.0,1.0,1.0,2.0,1,1.0,1.0,,,3,4.0,1.0,5.0,1.0,DOS MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,4.0,2.0,2,1,2,1,1,1.0,1,1,1,2
56217,2,1,2,1,1.0,0,5000.0,8.517193191416238,20.0,5000.0,1,Hombre,18,324,4,Basica secundaria,Media,1,0.0,1.0,1.0,0.0,Buscando empleo,Subsidiado,1.0,1.0,4.0,4.0,1,,,,,3,5.0,1.0,1.0,1.0,CINCO MIL PESOS,,,,1.0,,,,,,2.0,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,9,6,1,1.0,1.0,2,1,1,2,2,3.0,1,1,4,4
56220,4,1,4,1,1.0,0,,,,,1,Hombre,21,441,6,Tecnica/tecnologica,Superior,0,1.0,1.0,0.0,0.0,Trabajando,Contributivo,1.0,1.0,4.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,2,2,1,1.0,1,1,4,3
56221,3,1,3,1,1.0,0,50000.0,10.819778284410283,70.0,1000.0,1,Hombre,26,676,6,Tecnica/tecnologica,Superior,0,1.0,1.0,1.0,1.0,Buscando empleo,Contributivo,1.0,0.0,1.0,2.0,1,1.0,1.0,1.0,,3,5.0,1.0,30.0,1.0,MIL PESOS,,,1.0,1.0,,1.0,,,,1.0,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,9,6,0,1.0,1.0,1,1,1,1,2,1.0,1,2,1,2
56270,2,1,2,1,1.0,0,200000.0,12.206072645530174,80.0,2000.0,1,Hombre,19,361,4,Basica secundaria,Media,0,1.0,1.0,1.0,0.0,Trabajando,Subsidiado,1.0,1.0,4.0,4.0,1,,,,,3,4.0,1.0,20.0,1.0,DOS MIL PESOS,,,1.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,6,0,1.0,1.0,1,1,1,2,1,3.0,1,1,4,4
56272,1,1,1,1,1.0,0,50000.0,10.819778284410283,,3000.0,1,Hombre,34,1156,7,Universitaria,Superior,0,1.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,1,1.0,1.0,,,3,4.0,1.0,15.0,1.0,TRES MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,9,6,0,1.0,1.0,1,1,1,2,1,1.0,2,2,2,2
56283,2,1,2,0,,1,,,1.0,3000.0,1,Hombre,23,529,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,0.0,Ocio,Contributivo,0.0,0.0,1.0,1.0,1,1.0,,1.0,,3,2.0,2.0,,1.0,TRES MIL PESOS,,,,,,1.0,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,1,2,7,1.0,2,2,1,1
56285,4,1,4,0,,1,,,,,1,Hombre,39,1521,3,Basica primaria,Baja,1,1.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1.0,1.0,1,1,2,2,1,1.0,2,2,4,4
56297,3,1,3,0,,1,1000.0,6.907755278982137,4.0,3000.0,1,Hombre,26,676,6,Tecnica/tecnologica,Superior,1,1.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,1,,1.0,,,3,4.0,1.0,1.0,1.0,TRES MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,1,1.0,1.0,1,1,1,2,1,1.0,2,2,4,4
56312,2,1,2,0,,1,10000.0,9.210340371976184,10.0,1000.0,2,Mujer,38,1444,5,Media,Media,1,0.0,1.0,0.0,1.0,Trabajando,Subsidiado,0.0,0.0,1.0,1.0,1,,1.0,,,3,2.0,1.0,10.0,1.0,MIL PESOS,,,1.0,,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,9,2,1,1.0,2.0,2,1,2,1,1,3.0,2,2,1,1
56320,1,1,1,0,,1,,,,,2,Mujer,21,441,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,0.0,Estudiando,Subsidiado,0.0,1.0,3.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,2,1,1,2,3,3.0,2,1,3,4
56340,1,1,1,0,,1,,,,,2,Mujer,34,1156,6,Tecnica/tecnologica,Superior,1,0.0,1.0,0.0,1.0,Trabajando,Contributivo,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1.0,2.0,2,1,2,1,1,1.0,1,1,4,4
56358,4,1,4,1,1.0,0,100000.0,11.512925464970229,120.0,4000.0,1,Hombre,33,1089,3,Basica primaria,Baja,0,0.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,1,,1.0,,,3,5.0,1.0,30.0,1.0,CUATRO MIL PESOS,,,1.0,1.0,,,,,,2.0,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,1,2,1,1.0,2,2,3,3
56380,1,1,1,0,,1,,,,,1,Hombre,30,900,7,Universitaria,Superior,1,0.0,1.0,1.0,1.0,Trabajando,Especial,0.0,0.0,4.0,4.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,1.0,1.0,2,1,1,1,1,2.0,2,2,4,4
56382,1,1,1,1,1.0,0,20000.0,9.903487552536127,40.0,500.0,1,Hombre,32,1024,7,Universitaria,Superior,0,1.0,1.0,1.0,1.0,Trabajando,Contributivo,1.0,1.0,1.0,1.0,1,1.0,,,,3,5.0,1.0,30.0,1.0,QUINIENTOS PESOS,,,,,,,,,1.0,1.0,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,9,6,0,1.0,1.0,1,1,1,1,1,1.0,1,1,1,1
56383,2,1,2,0,,1,,,,,2,Mujer,30,900,3,Basica primaria,Baja,4,1.0,0.0,0.0,1.0,Trabajando,Subsidiado,1.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,4,1.0,2.0,1,2,2,1,1,3.0,1,2,2,2
56386,1,1,1,1,1.0,0,55000.0,10.915088464214607,60.0,1000.0,2,Mujer,24,576,7,Universitaria,Superior,0,1.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,1.0,1.0,1,1.0,,,,3,5.0,1.0,30.0,1.0,MIL PESOS,,,,,1.0,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,4.0,3.0,1,1,1,1,1,1.0,2,2,1,1
56401,1,1,1,1,1.0,0,5000.0,8.517193191416238,2.0,3000.0,1,Hombre,34,1156,8,Postgrado,Superior,0,1.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,1,1.0,1.0,,,3,2.0,1.0,1.0,1.0,TRES MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,1,1,1,1,1,1.0,2,2,3,3
56403,1,1,1,0,,1,,,,,1,Hombre,40,1600,6,Tecnica/tecnologica,Superior,1,0.0,0.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,,,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,1.0,1.0,2,2,2,1,1,1.0,2,2,5,5
56433,2,1,2,1,1.0,0,,,,,1,Hombre,30,900,8,Postgrado,Superior,0,1.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,3.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,0,1.0,1.0,1,1,1,2,1,1.0,2,2,3,4
56437,2,1,2,0,,1,,,,,2,Mujer,55,3025,3,Basica primaria,Baja,3,0.0,0.0,0.0,0.0,Trabajando,Contributivo,1.0,0.0,4.0,4.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,3,1.0,2.0,2,2,2,2,1,1.0,1,2,4,4
56438,1,1,1,0,,1,,,,,1,Hombre,39,1521,5,Media,Media,0,1.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,0,1.0,1.0,1,1,2,2,1,1.0,2,2,4,4
56439,2,1,2,0,,1,,,,,2,Mujer,43,1849,7,Universitaria,Superior,2,0.0,0.0,0.0,1.0,Trabajando,Contributivo,1.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,1.0,2.0,2,2,2,1,1,1.0,1,2,3,3
56455,3,1,3,1,1.0,0,,,,,1,Hombre,17,289,5,Media,Media,0,0.0,1.0,0.0,0.0,Ocio,Subsidiado,0.0,0.0,3.0,3.0,2,,,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,,,2,1,2,2,7,3.0,2,2,3,3
56461,1,1,1,1,1.0,0,,,,,1,Hombre,19,361,4,Basica secundaria,Media,1,1.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,1.0,2,,1.0,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,1.0,1.0,1,1,1,2,1,1.0,2,2,2,1
56478,2,1,2,1,1.0,0,,,,,1,Hombre,21,441,6,Tecnica/tecnologica,Superior,0,1.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,1,1,2,2,1,1.0,2,2,3,3
56480,1,1,1,0,,1,,,,,1,Hombre,43,1849,7,Universitaria,Superior,2,0.0,0.0,0.0,1.0,Trabajando,Contributivo,1.0,1.0,4.0,4.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,1.0,1.0,2,2,2,1,1,1.0,1,1,4,4
56486,1,1,1,0,,1,,,,,2,Mujer,28,784,7,Universitaria,Superior,0,1.0,0.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,1.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,0,1.0,2.0,1,2,2,1,1,1.0,2,2,1,2
56499,2,1,2,1,1.0,0,,,,,2,Mujer,23,529,7,Universitaria,Superior,0,0.0,1.0,0.0,1.0,Estudiando,Especial,0.0,0.0,2.0,2.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,2.0,2,1,2,1,3,2.0,2,2,2,2
56502,1,1,1,0,,1,,,,,1,Hombre,35,1225,5,Media,Media,0,1.0,1.0,0.0,1.0,Trabajando,Subsidiado,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,2,1,1,3.0,2,2,4,4
56505,1,1,1,1,1.0,0,10000.0,9.210340371976184,4.0,1000.0,1,Hombre,55,3025,6,Tecnica/tecnologica,Superior,0,0.0,1.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,1,,1.0,,,3,3.0,1.0,5.0,1.0,MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,9,2,0,1.0,2.0,2,1,1,1,1,1.0,2,2,2,2
56513,3,1,3,1,1.0,0,,,,,2,Mujer,49,2401,7,Universitaria,Superior,2,1.0,1.0,1.0,1.0,Trabajando,Contributivo,1.0,0.0,3.0,3.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,1.0,2.0,1,1,1,1,1,1.0,1,2,3,3
56516,3,1,3,1,1.0,0,,,,,2,Mujer,19,361,6,Tecnica/tecnologica,Superior,0,1.0,1.0,0.0,1.0,Estudiando,Contributivo,1.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,3.0,2.0,1,1,2,1,3,1.0,1,1,4,4
56552,1,1,1,1,1.0,0,,,2.0,2000.0,1,Hombre,23,529,7,Universitaria,Superior,0,1.0,1.0,1.0,0.0,Estudiando,Contributivo,1.0,1.0,3.0,2.0,1,1.0,1.0,1.0,,3,3.0,2.0,,1.0,DOS MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,9,6,0,1.0,1.0,1,1,1,2,3,1.0,1,1,3,2
56569,2,1,2,1,1.0,0,,,,,1,Hombre,27,729,5,Media,Media,0,0.0,1.0,1.0,0.0,Trabajando,,0.0,0.0,4.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,0,1.0,1.0,2,1,1,2,1,,2,2,4,4
56584,2,1,2,0,,1,,,,,2,Mujer,56,3136,7,Universitaria,Superior,2,1.0,0.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,2,1.0,2.0,1,2,1,2,1,1.0,2,2,4,4
56595,4,1,4,1,1.0,0,,,1.0,,1,Hombre,22,484,7,Universitaria,Superior,0,0.0,1.0,0.0,0.0,Estudiando,Contributivo,0.0,0.0,3.0,3.0,1,1.0,1.0,1.0,,3,2.0,2.0,,2.0,,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,2,2,3,1.0,2,2,3,3
56596,1,1,1,1,1.0,0,,,,,2,Mujer,22,484,7,Universitaria,Superior,0,0.0,1.0,1.0,0.0,Estudiando,Contributivo,1.0,1.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,1.0,2.0,2,1,1,2,3,1.0,1,1,3,3
56600,1,1,1,0,,1,,,,,2,Mujer,47,2209,8,Postgrado,Superior,1,0.0,0.0,0.0,1.0,Trabajando,Contributivo,1.0,1.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,1,1.0,2.0,2,2,2,1,1,1.0,1,1,3,3
56605,2,1,2,0,,1,,,,,2,Mujer,35,1225,7,Universitaria,Superior,0,0.0,1.0,1.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,0,1.0,2.0,2,1,1,2,1,1.0,2,2,2,2
56634,2,1,2,0,,1,,,,,1,Hombre,38,1444,7,Universitaria,Superior,0,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,2.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,2,1,1.0,2,2,2,3
56641,1,1,1,0,,1,,,,,1,Hombre,31,961,7,Universitaria,Superior,0,1.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,2,2,1,1.0,2,2,4,4
56649,2,1,2,0,,1,,,,,1,Hombre,28,784,5,Media,Media,0,0.0,1.0,1.0,0.0,Buscando empleo,Subsidiado,0.0,0.0,1.0,1.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,1.0,1.0,2,1,1,2,2,3.0,2,2,1,1
56674,3,1,3,1,1.0,0,,,1.0,3000.0,2,Mujer,21,441,7,Universitaria,Superior,0,1.0,1.0,0.0,0.0,Estudiando,Contributivo,1.0,0.0,2.0,3.0,1,1.0,1.0,,,2,1.0,2.0,,1.0,TRES MIL PESOS,,,1.0,,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,2.0,1,1,2,2,3,1.0,1,2,2,3
56687,3,1,3,0,,1,,,,,1,Hombre,49,2401,5,Media,Media,0,1.0,1.0,1.0,1.0,Trabajando,Subsidiado,0.0,0.0,2.0,2.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,1,1,1,1,1,3.0,2,2,2,2
56697,1,1,1,0,,1,,,,,1,Hombre,39,1521,7,Universitaria,Superior,0,0.0,1.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,2.0,3.0,2,,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,1,1,1.0,2,2,2,3
56710,1,1,1,1,1.0,0,80000.0,11.289781913656018,120.0,4000.0,1,Hombre,20,400,5,Media,Media,0,0.0,1.0,1.0,1.0,Estudiando,Contributivo,1.0,1.0,3.0,3.0,1,,1.0,1.0,,3,5.0,1.0,30.0,1.0,CUATRO MIL,,,,,,1.0,,,,2.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9,6,0,1.0,1.0,2,1,1,1,3,1.0,1,1,3,3
56731,1,1,1,0,,1,,,,,1,Hombre,30,900,5,Media,Media,1,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,1.0,1.0,2,1,2,2,1,1.0,2,2,4,4
56736,2,1,2,0,,1,,,,,2,Mujer,45,2025,7,Universitaria,Superior,0,1.0,1.0,0.0,1.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,1.0,2.0,1,1,2,1,1,1.0,2,2,3,3
56738,2,1,2,1,1.0,0,,,,,2,Mujer,35,1225,5,Media,Media,2,0.0,0.0,1.0,1.0,Trabajando,Contributivo,0.0,0.0,3.0,4.0,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,2,1.0,2.0,2,2,1,1,1,1.0,2,2,3,4
56751,3,1,3,0,,1,,,1.0,8000.0,1,Hombre,18,324,5,Media,Media,0,0.0,1.0,0.0,0.0,Estudiando,Contributivo,0.0,0.0,4.0,4.0,1,1.0,,,1.0,3,3.0,2.0,,1.0,OCHO MIL PESOS,,,,1.0,,,,,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,6,0,1.0,1.0,2,1,2,2,3,1.0,2,2,4,4
56756,2,1,2,1,1.0,0,,,,,2,Mujer,25,625,5,Media,Media,1,1.0,1.0,0.0,0.0,Oficios del hogar,Especial,0.0,1.0,4.0,4.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,1,1.0,2.0,1,1,2,2,4,2.0,2,1,4,4
56765,4,1,4,0,,1,,,,,1,Hombre,21,441,5,Media,Media,0,0.0,1.0,0.0,0.0,Trabajando,Contributivo,0.0,0.0,3.0,3.0,2,,1.0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,0,1.0,1.0,2,1,2,2,1,1.0,2,2,3,3
56802,3,1,3,1,1.0,0,5000.0,8.517193191416238,5.0,2000.0,1,Hombre,27,729,7,Universitaria,Superior,0,1.0,1.0,1.0,0.0,Estudiando,Contributivo,0.0,0.0,1.0,1.0,1,,1.0,1.0,,3,4.0,1.0,18.0,1.0,DOS MIL PESOS,,,,1.0,,,,,,2.0,,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,9,6,0,1.0,1.0,1,1,1,2,3,1.0,2,2,1,1
