d2_01,d2_03,d2_04,d2_05,d2_05_a,d2_06,d2_07,directorio,secuencia_encuesta,secuencia_p,orden
9,6,0,6,603,1.0,2.0,46975,7,1,7
9,2,2,5,511,1.0,1.0,46976,1,1,1
9,6,2,1,100,1.0,1.0,46977,1,1,1
9,6,0,7,701,1.0,1.0,46979,1,1,1
9,2,2,3,305,1.0,2.0,46980,2,1,2
9,2,1,3,305,1.0,1.0,46983,1,1,1
1,2,2,5,511,1.0,2.0,46984,2,1,2
9,2,2,4,406,1.0,2.0,46985,2,1,2
9,2,3,4,409,1.0,2.0,46986,1,1,1
9,2,1,5,511,1.0,2.0,46987,2,1,2
9,2,3,3,302,1.0,1.0,46988,1,1,1
9,5,1,6,601,1.0,2.0,46989,1,1,1
9,6,0,6,602,1.0,1.0,46990,2,1,2
5,5,1,4,406,1.0,1.0,46991,1,1,1
9,5,3,7,705,1.0,1.0,46992,1,1,1
9,2,4,3,305,1.0,2.0,46993,2,1,2
5,2,2,5,511,1.0,2.0,46994,6,1,6
9,2,2,4,409,1.0,2.0,46995,1,1,1
9,5,2,4,408,1.0,1.0,46996,1,1,1
9,6,1,6,602,1.0,1.0,46997,1,1,1
5,6,0,5,513,1.0,1.0,46998,3,1,3
9,6,0,7,703,1.0,2.0,46999,3,1,3
9,6,0,4,406,,,47000,4,1,4
9,2,2,5,511,1.0,2.0,47001,2,1,2
9,4,2,3,304,1.0,1.0,47002,1,1,1
9,2,2,5,511,1.0,1.0,47003,1,1,1
9,2,1,6,602,1.0,2.0,47004,2,1,2
9,6,1,5,511,1.0,1.0,47005,1,1,1
9,5,2,5,511,1.0,2.0,47007,1,1,1
9,2,0,6,602,1.0,2.0,47008,2,1,2
9,2,3,5,511,1.0,2.0,47010,1,1,1
9,4,2,5,511,1.0,2.0,47011,1,1,1
9,6,0,8,801,1.0,2.0,47012,3,1,3
9,2,0,6,603,1.0,1.0,47014,1,1,1
5,3,5,5,511,1.0,2.0,47015,2,1,2
9,2,1,7,703,1.0,2.0,47016,1,1,1
9,6,0,4,408,,,47018,3,1,3
1,1,0,8,802,1.0,1.0,47019,1,1,1
9,3,3,4,408,1.0,1.0,47020,1,1,1
5,6,0,4,409,,,47021,2,1,2
9,6,3,4,408,1.0,1.0,47022,2,1,2
9,1,1,4,400,1.0,2.0,47023,1,1,1
9,6,0,3,305,1.0,1.0,47025,4,1,4
9,3,2,5,511,1.0,1.0,47026,1,1,1
9,4,3,3,305,1.0,2.0,47027,1,1,1
9,3,4,4,409,1.0,1.0,47029,1,1,1
9,6,0,5,511,1.0,1.0,47031,1,1,1
9,5,1,7,704,1.0,1.0,47033,1,1,1
9,6,0,5,511,1.0,2.0,47034,1,1,1
9,6,0,7,704,1.0,2.0,47035,3,1,3
9,5,1,3,300,1.0,1.0,47036,1,1,1
5,6,3,5,511,1.0,2.0,47037,2,1,2
9,6,0,3,302,,,47038,5,1,5
5,5,5,6,601,1.0,1.0,47039,1,1,1
9,5,2,4,409,1.0,2.0,47040,1,1,1
9,2,1,6,603,1.0,2.0,47041,2,1,2
9,6,0,3,305,,,47042,3,1,3
9,3,3,5,511,1.0,2.0,47043,2,1,2
9,2,6,3,300,1.0,2.0,47044,5,1,5
9,3,2,3,305,1.0,1.0,47045,1,1,1
5,6,1,6,602,1.0,2.0,47046,3,1,3
1,6,0,6,602,1.0,1.0,47048,3,1,3
9,2,2,6,601,1.0,2.0,47049,1,1,1
9,6,0,3,302,1.0,1.0,47050,2,1,2
5,3,0,6,600,1.0,2.0,47051,2,1,2
9,3,2,5,511,1.0,2.0,47052,1,1,1
9,2,0,6,602,1.0,2.0,47053,3,1,3
9,3,3,5,511,1.0,2.0,47054,2,1,2
9,2,2,5,511,1.0,2.0,47056,2,1,2
9,5,2,4,409,1.0,2.0,47057,1,1,1
9,3,3,4,409,1.0,2.0,47058,2,1,2
9,6,1,5,511,1.0,1.0,47059,2,1,2
9,2,4,3,305,1.0,1.0,47060,1,1,1
9,5,4,3,305,1.0,1.0,47061,1,1,1
9,5,3,3,300,1.0,2.0,47062,1,1,1
9,2,4,3,305,1.0,1.0,47063,1,1,1
9,5,1,5,512,1.0,2.0,47064,1,1,1
9,5,3,5,512,1.0,2.0,47065,1,1,1
9,3,1,3,305,1.0,2.0,47066,2,1,2
9,1,2,5,510,1.0,2.0,47067,2,1,2
9,4,3,5,511,1.0,2.0,47068,1,1,1
9,6,0,6,602,1.0,1.0,47069,1,1,1
9,3,1,5,511,1.0,2.0,47070,4,1,4
9,2,0,5,511,1.0,1.0,47071,1,1,1
9,2,2,5,511,1.0,2.0,47072,2,1,2
4,6,0,4,408,1.0,1.0,47073,3,1,3
9,2,1,6,600,1.0,1.0,47074,1,1,1
9,2,3,5,511,1.0,1.0,47075,3,1,3
1,3,3,3,300,1.0,1.0,47076,1,1,1
9,6,0,7,705,1.0,2.0,47077,1,1,1
9,6,0,3,302,1.0,1.0,47078,1,1,1
9,3,3,3,300,1.0,2.0,47079,2,1,2
9,3,0,7,705,1.0,2.0,47080,1,1,1
9,6,0,7,705,1.0,1.0,47081,3,1,3
9,5,2,8,802,1.0,2.0,47082,1,1,1
9,6,0,5,511,1.0,2.0,47084,2,1,2
9,3,4,4,406,1.0,1.0,47085,1,1,1
9,6,0,6,603,1.0,1.0,47086,2,1,2
9,2,3,5,510,1.0,1.0,47087,1,1,1
9,2,3,5,511,1.0,2.0,47088,2,1,2
9,6,0,8,802,1.0,2.0,47089,3,1,3
9,1,3,3,305,1.0,1.0,47090,1,1,1
9,4,4,5,511,1.0,2.0,47091,1,1,1
9,1,2,5,511,1.0,2.0,47092,2,1,2
9,2,2,4,409,1.0,2.0,47093,5,1,5
9,1,2,5,511,1.0,2.0,47094,2,1,2
9,6,2,8,801,1.0,2.0,47096,3,1,3
9,3,4,3,303,1.0,2.0,47097,2,1,2
9,6,0,6,601,1.0,2.0,47099,3,1,3
9,2,1,5,511,1.0,2.0,47100,2,1,2
9,2,2,5,511,1.0,2.0,47101,1,1,1
9,3,1,7,705,1.0,1.0,47102,1,1,1
9,5,1,5,511,1.0,2.0,47103,1,1,1
9,6,2,4,409,1.0,2.0,47104,3,1,3
9,2,1,5,512,1.0,2.0,47105,2,1,2
9,3,2,3,305,1.0,2.0,47106,2,1,2
9,6,0,5,511,1.0,1.0,47107,3,1,3
9,5,5,5,511,1.0,1.0,47108,1,1,1
9,6,0,3,301,1.0,1.0,47109,1,1,1
9,1,0,5,511,,,47110,3,1,3
9,6,1,4,407,2.0,1.0,47111,3,1,3
9,1,0,3,303,1.0,2.0,47112,1,1,1
9,6,0,5,511,1.0,2.0,47113,1,1,1
9,2,1,3,305,1.0,2.0,47114,2,1,2
9,1,1,6,601,1.0,1.0,47115,1,1,1
9,1,0,5,511,1.0,2.0,47116,2,1,2
9,3,4,6,602,1.0,2.0,47117,1,1,1
9,4,4,5,511,1.0,2.0,47119,1,1,1
9,5,2,4,409,1.0,2.0,47120,1,1,1
9,1,1,6,601,1.0,2.0,47124,2,1,2
9,5,0,5,511,1.0,1.0,47126,1,1,1
9,3,1,7,704,1.0,2.0,47129,2,1,2
9,2,4,5,511,1.0,1.0,47131,1,1,1
9,5,2,7,705,1.0,1.0,47134,1,1,1
9,5,2,3,305,1.0,1.0,47136,1,1,1
9,2,2,7,705,1.0,2.0,47139,2,1,2
9,6,0,5,511,1.0,2.0,47140,3,1,3
9,2,4,3,305,1.0,2.0,47142,1,1,1
9,6,2,8,802,1.0,2.0,47144,1,1,1
9,2,2,4,409,1.0,1.0,47145,1,1,1
9,2,0,5,511,1.0,1.0,47146,2,1,2
9,5,2,3,305,1.0,2.0,47147,1,1,1
9,5,7,5,511,1.0,1.0,47148,2,1,2
9,6,0,6,601,1.0,1.0,47151,2,1,2
9,3,5,3,303,1.0,2.0,47152,2,1,2
9,6,0,6,603,1.0,1.0,47154,2,1,2
9,3,2,7,705,1.0,1.0,47155,1,1,1
9,2,4,5,511,1.0,2.0,47156,2,1,2
9,2,5,5,513,1.0,2.0,47160,2,1,2
9,5,3,4,406,1.0,1.0,47162,1,1,1
9,3,3,6,602,1.0,2.0,47164,2,1,2
9,6,0,3,305,,,47169,6,1,6
9,3,4,5,510,1.0,2.0,47170,2,1,2
9,3,2,7,710,1.0,1.0,47173,1,1,1
9,6,2,3,305,1.0,2.0,47177,1,1,1
9,6,1,5,513,1.0,2.0,47178,3,1,3
9,5,1,7,708,1.0,2.0,47183,1,1,1
9,5,0,7,705,1.0,1.0,47185,3,1,3
9,3,2,3,305,1.0,1.0,47186,1,1,1
9,6,0,7,704,1.0,2.0,47191,1,1,1
9,2,0,5,512,1.0,2.0,47193,2,1,2
9,3,3,5,512,1.0,2.0,47194,2,1,2
9,6,0,4,408,,,47195,3,1,3
5,5,3,4,406,1.0,2.0,47196,2,1,2
9,2,3,3,305,1.0,2.0,47198,2,1,2
9,2,1,7,701,1.0,2.0,47199,2,1,2
9,3,2,3,305,1.0,1.0,47201,1,1,1
9,6,0,7,703,3.0,2.0,47202,1,1,1
9,6,0,4,409,3.0,1.0,47203,3,1,3
9,5,2,3,303,1.0,2.0,47206,1,1,1
9,5,1,4,409,1.0,1.0,47207,1,1,1
9,5,1,5,511,1.0,2.0,47209,2,1,2
9,6,1,4,406,1.0,1.0,47210,1,1,1
9,3,2,5,511,1.0,1.0,47211,4,1,4
9,5,5,1,100,1.0,2.0,47213,1,1,1
9,5,1,6,603,1.0,2.0,47214,1,1,1
9,5,1,8,804,1.0,2.0,47215,1,1,1
9,6,1,5,511,1.0,2.0,47216,1,1,1
9,5,1,3,303,1.0,1.0,47217,1,1,1
9,5,2,5,511,1.0,1.0,47218,2,1,2
9,6,2,6,601,1.0,2.0,47220,1,1,1
9,5,1,6,611,1.0,2.0,47221,5,1,5
9,2,1,7,702,1.0,1.0,47223,1,1,1
9,1,0,6,602,1.0,3.0,47224,2,1,2
9,6,1,5,511,1.0,2.0,47227,1,1,1
9,2,2,6,602,1.0,2.0,47232,2,1,2
9,6,0,6,604,1.0,1.0,47240,1,1,1
9,3,5,3,305,1.0,2.0,47241,2,1,2
9,3,3,6,603,1.0,2.0,47242,2,1,2
9,2,1,8,801,1.0,1.0,47244,1,1,1
9,3,2,5,511,1.0,2.0,47247,2,1,2
9,3,2,5,511,1.0,1.0,47248,1,1,1
9,2,3,5,511,1.0,1.0,47250,1,1,1
9,5,2,8,801,1.0,1.0,47253,1,1,1
9,5,2,5,511,1.0,1.0,47254,1,1,1
9,6,1,7,705,1.0,2.0,47255,1,1,1
9,2,1,5,511,1.0,2.0,47256,2,1,2
9,6,1,6,603,1.0,2.0,47257,2,1,2
9,6,0,7,703,1.0,1.0,47258,1,1,1
9,3,2,6,602,1.0,2.0,47259,2,1,2
9,2,2,6,601,1.0,2.0,47260,1,1,1
9,5,3,7,705,1.0,2.0,47261,2,1,2
9,2,3,3,304,1.0,1.0,47264,1,1,1
9,6,2,4,407,1.0,2.0,47265,2,1,2
1,3,2,5,511,1.0,2.0,47267,2,1,2
9,3,1,5,511,1.0,2.0,47268,2,1,2
9,5,1,6,603,1.0,2.0,47269,1,1,1
5,6,0,7,704,1.0,2.0,47270,3,1,3
9,1,0,7,705,1.0,2.0,47271,1,1,1
9,3,2,7,710,1.0,1.0,47272,4,1,4
9,3,1,5,511,1.0,2.0,47275,2,1,2
9,3,0,7,705,1.0,1.0,47276,1,1,1
9,3,1,7,705,1.0,2.0,47278,2,1,2
9,6,0,7,705,1.0,1.0,47279,1,1,1
9,6,0,6,602,1.0,2.0,47281,4,1,4
9,6,1,3,304,1.0,2.0,47282,1,1,1
9,6,0,7,704,1.0,1.0,47283,1,1,1
9,4,2,3,302,1.0,2.0,47285,3,1,3
9,3,3,3,303,1.0,2.0,47286,2,1,2
9,5,1,6,602,1.0,2.0,47287,1,1,1
5,2,2,7,705,1.0,2.0,47289,2,1,2
9,6,1,5,511,1.0,2.0,47290,1,1,1
9,3,4,4,406,1.0,2.0,47291,2,1,2
9,5,3,3,301,1.0,1.0,47292,1,1,1
9,3,5,2,201,1.0,1.0,47295,1,1,1
9,6,0,5,511,1.0,2.0,47297,5,1,5
9,2,2,4,406,1.0,1.0,47298,3,1,3
9,3,2,5,511,1.0,1.0,47299,1,1,1
5,3,0,6,603,1.0,1.0,47300,1,1,1
9,6,0,5,511,1.0,1.0,47302,2,1,2
9,2,1,5,511,1.0,1.0,47303,2,1,2
5,3,2,7,701,1.0,2.0,47304,1,1,1
9,6,0,6,602,1.0,2.0,47306,1,1,1
9,5,1,6,602,1.0,2.0,47308,1,1,1
9,6,0,7,703,3.0,2.0,47309,1,1,1
9,6,0,6,602,1.0,2.0,47310,1,1,1
5,6,0,5,510,,,47311,3,1,3
9,6,0,6,605,1.0,2.0,47312,3,1,3
9,2,1,4,407,1.0,2.0,47313,1,1,1
9,3,1,6,602,1.0,2.0,47314,2,1,2
9,5,2,5,511,1.0,2.0,47315,1,1,1
9,2,1,5,511,1.0,2.0,47318,1,1,1
9,5,2,4,408,1.0,1.0,47320,1,1,1
9,3,1,6,602,1.0,2.0,47321,1,1,1
9,5,6,3,305,1.0,1.0,47322,4,1,4
9,3,2,4,406,1.0,2.0,47323,2,1,2
9,3,1,6,603,1.0,2.0,47324,2,1,2
5,2,1,7,710,1.0,2.0,47325,2,1,2
9,3,2,7,705,1.0,2.0,47327,2,1,2
9,6,1,5,511,1.0,2.0,47328,2,1,2
5,3,1,5,511,1.0,1.0,47329,2,1,2
9,6,2,5,511,1.0,1.0,47331,3,1,3
9,3,2,3,305,1.0,1.0,47333,1,1,1
9,6,0,7,703,1.0,1.0,47334,1,1,1
9,4,3,3,303,1.0,2.0,47335,1,1,1
9,4,3,3,305,1.0,2.0,47337,1,1,1
9,6,0,7,701,1.0,2.0,47338,4,1,4
9,6,0,3,305,1.0,1.0,47339,2,1,2
9,5,2,5,511,1.0,1.0,47340,1,1,1
9,6,0,6,602,1.0,1.0,47341,5,1,5
9,4,2,3,305,1.0,2.0,47342,4,1,4
9,6,0,6,604,1.0,1.0,47343,3,1,3
9,6,1,7,705,1.0,2.0,47344,1,1,1
9,6,0,3,301,1.0,2.0,47346,1,1,1
9,5,1,5,511,1.0,2.0,47348,1,1,1
9,6,1,3,305,1.0,2.0,47349,1,1,1
9,6,0,3,305,,,47351,4,1,4
5,3,2,5,511,1.0,2.0,47352,1,1,1
9,3,3,5,511,1.0,1.0,47353,1,1,1
9,5,5,6,602,1.0,2.0,47354,1,1,1
9,6,0,5,511,1.0,2.0,47359,1,1,1
5,5,4,5,511,1.0,2.0,47360,1,1,1
9,6,0,6,604,1.0,1.0,47361,3,1,3
9,6,0,6,601,1.0,2.0,47362,1,1,1
9,6,0,4,409,,,47364,3,1,3
9,5,1,5,511,1.0,2.0,47366,1,1,1
9,2,2,5,511,1.0,2.0,47367,2,1,2
9,3,4,5,511,1.0,2.0,47368,2,1,2
9,2,1,8,804,1.0,2.0,47369,2,1,2
9,6,0,6,602,1.0,1.0,47370,2,1,2
9,3,2,4,406,1.0,2.0,47372,2,1,2
9,6,0,5,511,1.0,2.0,47374,1,1,1
9,6,1,5,511,1.0,2.0,47375,2,1,2
9,6,0,4,407,1.0,2.0,47376,1,1,1
9,5,8,5,513,1.0,1.0,47377,1,1,1
9,4,2,7,709,1.0,2.0,47378,1,1,1
9,6,2,5,511,1.0,2.0,47384,2,1,2
9,3,2,5,511,1.0,1.0,47389,2,1,2
9,6,2,7,705,1.0,2.0,47390,1,1,1
9,6,0,7,705,1.0,2.0,47392,1,1,1
9,2,1,4,407,1.0,1.0,47395,2,1,2
9,6,0,5,511,1.0,1.0,47397,4,1,4
9,6,1,4,406,1.0,2.0,47399,2,1,2
1,6,0,4,409,1.0,1.0,47402,1,1,1
5,3,2,7,705,1.0,2.0,47404,1,1,1
9,1,1,5,511,1.0,2.0,47407,2,1,2
5,2,1,7,708,1.0,2.0,47408,2,1,2
9,6,0,6,607,1.0,1.0,47410,2,1,2
9,2,1,5,511,1.0,1.0,47411,2,1,2
9,6,0,4,407,1.0,1.0,47417,8,1,8
9,2,2,6,604,1.0,1.0,47419,1,1,1
9,2,3,5,511,1.0,2.0,47420,1,1,1
9,2,0,7,705,1.0,1.0,47421,1,1,1
9,6,0,7,703,1.0,2.0,47422,5,1,5
9,3,1,6,601,1.0,1.0,47425,4,1,4
9,4,1,3,303,1.0,2.0,47428,1,1,1
9,3,1,7,705,1.0,1.0,47430,1,1,1
9,6,0,7,705,1.0,2.0,47433,1,1,1
9,6,0,7,702,1.0,1.0,47434,3,1,3
9,2,2,6,607,1.0,2.0,47435,2,1,2
9,6,0,4,406,1.0,2.0,47438,2,1,2
9,5,2,2,200,1.0,4.0,47439,1,1,1
9,6,0,3,304,1.0,1.0,47440,4,1,4
9,6,0,7,705,1.0,1.0,47441,4,1,4
9,6,2,6,602,1.0,2.0,47442,3,1,3
9,3,2,7,702,1.0,2.0,47444,2,1,2
9,6,1,5,511,1.0,2.0,47445,1,1,1
5,3,2,5,511,1.0,2.0,47447,2,1,2
9,6,0,3,304,1.0,2.0,47448,3,1,3
9,4,2,5,511,1.0,2.0,47449,1,1,1
9,6,0,7,710,1.0,1.0,47450,2,1,2
9,5,0,3,304,1.0,2.0,47451,2,1,2
5,2,2,7,710,1.0,2.0,47453,1,1,1
9,3,1,6,602,1.0,2.0,47454,2,1,2
9,2,1,3,305,1.0,2.0,47455,1,1,1
9,3,5,5,511,1.0,2.0,47456,2,1,2
9,3,1,7,705,1.0,2.0,47457,1,1,1
9,3,1,6,602,1.0,2.0,47458,2,1,2
9,2,2,3,305,1.0,2.0,47459,2,1,2
9,6,0,5,511,1.0,1.0,47461,2,1,2
9,6,0,6,601,1.0,1.0,47463,2,1,2
9,6,0,4,407,,,47464,5,1,5
9,2,2,6,606,1.0,2.0,47465,2,1,2
9,6,0,5,511,1.0,2.0,47466,2,1,2
9,5,3,3,305,1.0,2.0,47467,1,1,1
9,2,2,4,409,1.0,2.0,47468,2,1,2
9,6,0,3,305,1.0,1.0,47469,3,1,3
9,6,0,5,511,1.0,1.0,47470,1,1,1
9,2,4,3,305,1.0,2.0,47471,2,1,2
9,6,3,1,100,1.0,2.0,47472,3,1,3
9,1,1,7,705,1.0,1.0,47474,1,1,1
9,6,0,7,701,2.0,1.0,47475,1,1,1
9,6,0,6,605,1.0,2.0,47476,1,1,1
9,6,2,2,200,1.0,2.0,47477,1,1,1
9,3,3,7,705,1.0,2.0,47479,2,1,2
9,6,0,6,601,1.0,1.0,47481,1,1,1
5,6,0,7,710,1.0,1.0,47482,1,1,1
9,6,0,3,302,1.0,2.0,47485,2,1,2
5,6,0,7,704,1.0,1.0,47486,2,1,2
9,3,2,7,705,1.0,2.0,47489,2,1,2
9,2,1,4,407,1.0,2.0,47490,2,1,2
9,2,1,5,511,1.0,1.0,47491,1,1,1
9,3,1,5,511,1.0,2.0,47492,4,1,4
9,6,0,7,705,1.0,2.0,47493,2,1,2
9,6,0,5,511,1.0,1.0,47495,2,1,2
9,2,2,5,513,1.0,2.0,47498,2,1,2
9,3,2,5,511,1.0,1.0,47499,1,1,1
9,3,0,8,812,1.0,2.0,47500,2,1,2
9,5,3,3,305,1.0,1.0,47502,1,1,1
9,6,0,7,705,1.0,1.0,47503,1,1,1
9,4,2,3,305,1.0,2.0,47504,1,1,1
5,5,6,4,409,1.0,2.0,47506,1,1,1
9,6,0,4,406,1.0,2.0,47508,1,1,1
9,6,0,5,511,1.0,2.0,47509,1,1,1
9,3,0,8,802,1.0,1.0,47513,2,1,2
9,6,1,6,601,1.0,2.0,47515,3,1,3
9,6,0,5,510,1.0,1.0,47517,5,1,5
5,6,1,4,406,1.0,2.0,47518,1,1,1
9,2,1,5,511,1.0,1.0,47521,2,1,2
9,2,1,5,511,1.0,2.0,47523,2,1,2
5,2,3,6,602,1.0,2.0,47524,2,1,2
9,5,5,3,302,1.0,2.0,47525,2,1,2
9,3,2,5,511,1.0,2.0,47529,2,1,2
9,5,1,4,406,1.0,1.0,47531,1,1,1
9,6,3,3,305,1.0,2.0,47532,1,1,1
9,5,2,4,409,1.0,1.0,47533,2,1,2
9,3,5,4,407,1.0,2.0,47534,2,1,2
9,6,2,5,511,1.0,2.0,47536,4,1,4
9,6,1,4,407,1.0,1.0,47539,1,1,1
9,6,0,6,602,1.0,2.0,47541,3,1,3
9,5,3,7,705,1.0,1.0,47542,1,1,1
9,2,1,5,511,1.0,2.0,47543,2,1,2
5,2,3,7,710,1.0,2.0,47544,2,1,2
9,5,1,4,406,1.0,1.0,47545,3,1,3
9,6,0,5,511,1.0,1.0,47546,1,1,1
9,6,0,7,705,1.0,2.0,47549,3,1,3
9,2,2,3,304,1.0,2.0,47552,2,1,2
9,5,2,3,302,1.0,2.0,47553,1,1,1
9,5,2,3,302,1.0,2.0,47554,2,1,2
9,2,1,5,511,1.0,1.0,47556,1,1,1
5,2,3,4,409,1.0,2.0,47557,2,1,2
9,5,5,4,408,1.0,2.0,47558,1,1,1
1,3,2,6,602,1.0,1.0,47559,1,1,1
9,6,0,5,512,1.0,1.0,47562,2,1,2
9,6,0,5,511,1.0,2.0,47563,3,1,3
9,2,2,4,406,1.0,2.0,47564,2,1,2
5,6,0,6,601,1.0,1.0,47565,3,1,3
9,2,1,5,511,1.0,1.0,47566,1,1,1
9,6,0,3,305,,,47567,2,1,2
9,6,0,5,511,1.0,2.0,47569,1,1,1
9,2,2,7,702,1.0,1.0,47570,1,1,1
9,6,0,7,710,1.0,2.0,47571,2,1,2
9,1,2,6,605,1.0,2.0,47572,1,1,1
5,2,2,5,513,1.0,2.0,47573,2,1,2
9,3,2,4,406,1.0,2.0,47574,2,1,2
9,3,2,7,701,1.0,2.0,47575,2,1,2
9,6,0,3,305,1.0,1.0,47577,3,1,3
9,2,0,7,705,1.0,2.0,47578,2,1,2
5,6,0,7,705,1.0,2.0,47579,3,1,3
5,6,0,4,406,,,47581,2,1,2
9,5,1,5,511,1.0,2.0,47582,6,1,6
9,5,0,7,705,1.0,1.0,47583,2,1,2
5,3,1,8,803,1.0,2.0,47584,1,1,1
1,6,0,4,408,1.0,1.0,47587,3,1,3
9,2,2,5,511,1.0,2.0,47588,1,1,1
9,6,0,4,407,1.0,1.0,47590,3,1,3
9,2,0,7,705,1.0,2.0,47592,1,1,1
5,1,0,5,511,1.0,1.0,47593,2,1,2
9,6,0,7,703,1.0,1.0,47594,3,1,3
9,2,0,4,409,1.0,2.0,47595,2,1,2
9,3,3,5,511,1.0,1.0,47596,2,1,2
9,6,6,1,100,1.0,2.0,47597,1,1,1
9,6,0,7,705,1.0,1.0,47598,3,1,3
9,2,1,6,603,1.0,1.0,47599,1,1,1
9,3,3,5,511,1.0,1.0,47600,1,1,1
9,2,1,6,609,1.0,1.0,47601,1,1,1
9,3,3,4,406,1.0,2.0,47602,2,1,2
9,6,0,6,606,1.0,2.0,47603,2,1,2
9,6,3,3,305,1.0,2.0,47604,1,1,1
9,6,0,7,705,1.0,1.0,47605,3,1,3
9,6,0,7,702,1.0,2.0,47606,3,1,3
9,6,0,6,604,1.0,1.0,47607,2,1,2
5,3,3,8,803,1.0,1.0,47608,1,1,1
5,2,2,5,511,1.0,2.0,47609,2,1,2
5,2,1,7,710,1.0,1.0,47611,1,1,1
9,6,0,4,406,1.0,1.0,47612,1,1,1
9,6,0,7,704,1.0,1.0,47613,1,1,1
9,2,0,4,408,1.0,1.0,47614,2,1,2
9,5,1,4,406,1.0,1.0,47615,2,1,2
9,2,3,3,302,1.0,2.0,47617,2,1,2
5,2,2,5,511,1.0,2.0,47618,2,1,2
9,6,0,6,601,1.0,1.0,47619,5,1,5
9,6,1,7,705,1.0,2.0,47621,2,1,2
9,3,1,7,710,1.0,1.0,47623,1,1,1
9,1,0,5,511,1.0,2.0,47626,2,1,2
9,6,0,5,511,1.0,1.0,47627,3,1,3
9,6,0,5,511,1.0,2.0,47628,1,1,1
9,2,3,5,511,1.0,2.0,47629,2,1,2
9,6,0,7,710,1.0,2.0,47630,4,1,4
9,5,1,5,511,1.0,1.0,47631,2,1,2
9,3,0,8,801,1.0,2.0,47633,2,1,2
9,4,2,6,602,1.0,2.0,47634,1,1,1
9,6,0,6,603,3.0,1.0,47635,4,1,4
5,6,0,4,408,,,47636,3,1,3
5,5,1,3,301,1.0,1.0,47637,3,1,3
5,3,0,8,802,2.0,2.0,47639,2,1,2
9,6,0,1,100,1.0,1.0,47640,2,1,2
9,2,4,3,303,1.0,2.0,47641,2,1,2
9,2,2,4,406,1.0,1.0,47642,1,1,1
9,6,0,4,409,1.0,2.0,47644,1,1,1
9,6,0,7,710,1.0,1.0,47645,1,1,1
9,6,1,7,705,1.0,2.0,47646,2,1,2
9,5,3,5,511,1.0,2.0,47647,1,1,1
5,6,0,4,406,1.0,1.0,47648,3,1,3
9,2,3,5,511,1.0,2.0,47649,2,1,2
9,6,0,6,602,1.0,2.0,47650,3,1,3
9,6,0,6,608,1.0,2.0,47651,3,1,3
9,5,2,6,607,1.0,2.0,47653,1,1,1
9,6,0,6,603,1.0,2.0,47654,1,1,1
9,5,1,4,409,1.0,2.0,47655,1,1,1
9,6,2,5,511,1.0,2.0,47656,2,1,2
9,6,0,7,701,1.0,2.0,47657,3,1,3
9,1,1,6,601,1.0,1.0,47658,1,1,1
9,4,2,1,100,1.0,2.0,47659,1,1,1
9,1,0,5,510,,,47660,2,1,2
5,3,2,7,710,1.0,1.0,47661,1,1,1
9,6,0,6,601,1.0,2.0,47662,3,1,3
9,6,0,9,99,1.0,1.0,47663,1,1,1
9,3,0,8,802,1.0,2.0,47664,2,1,2
9,3,1,8,805,1.0,2.0,47665,1,1,1
9,6,0,7,702,1.0,1.0,47666,2,1,2
9,6,0,3,305,1.0,1.0,47667,1,1,1
9,3,1,5,511,1.0,1.0,47669,1,1,1
5,6,0,4,409,1.0,1.0,47671,3,1,3
9,5,3,6,604,1.0,1.0,47672,1,1,1
9,3,2,6,602,1.0,2.0,47674,2,1,2
5,2,7,3,301,1.0,2.0,47675,2,1,2
9,6,0,5,511,1.0,1.0,47677,3,1,3
9,6,0,5,511,1.0,1.0,47678,4,1,4
9,5,1,3,305,1.0,1.0,47679,6,1,6
9,5,2,7,705,1.0,1.0,47680,1,1,1
9,6,1,6,602,1.0,2.0,47681,1,1,1
9,2,1,5,511,1.0,2.0,47683,2,1,2
9,6,0,7,702,1.0,2.0,47685,4,1,4
9,6,0,7,705,1.0,2.0,47687,3,1,3
9,5,1,4,407,1.0,1.0,47688,1,1,1
9,6,0,7,703,1.0,1.0,47690,3,1,3
9,3,1,6,604,1.0,1.0,47691,1,1,1
9,3,1,7,705,1.0,2.0,47693,1,1,1
9,5,1,6,603,1.0,1.0,47694,1,1,1
5,6,0,7,710,1.0,2.0,47696,1,1,1
9,5,5,3,301,1.0,2.0,47697,1,1,1
9,6,1,5,511,1.0,2.0,47698,2,1,2
9,2,2,6,602,1.0,2.0,47705,2,1,2
9,2,2,3,305,1.0,1.0,47706,1,1,1
5,2,1,3,305,1.0,1.0,47707,1,1,1
9,3,0,8,801,1.0,1.0,47708,1,1,1
9,6,1,7,705,1.0,2.0,47709,4,1,4
9,6,1,5,511,1.0,2.0,47711,4,1,4
9,2,2,5,511,1.0,2.0,47712,2,1,2
9,6,3,4,406,1.0,2.0,47714,4,1,4
9,6,0,6,602,1.0,1.0,47716,4,1,4
9,3,1,7,705,1.0,2.0,47719,2,1,2
9,2,2,4,407,1.0,1.0,47720,1,1,1
9,2,0,8,804,1.0,1.0,47722,1,1,1
9,6,1,6,601,1.0,2.0,47723,1,1,1
5,2,2,5,511,1.0,2.0,47725,2,1,2
9,6,1,7,705,1.0,2.0,47727,2,1,2
9,5,2,6,603,1.0,2.0,47728,1,1,1
